Award,Sentence,Skill,Similarity Value
217424,"The training of students will also include formal coursework in both Mathematics and Biology, laboratory rotations or field work in an area of the life sciences, mentoring by both mathematics and life science faculty, and journal clubs, laboratory group meetings, and workshops.",Biological Science,0.5500466823577881
217424,"The training of students will also include formal coursework in both Mathematics and Biology, laboratory rotations or field work in an area of the life sciences, mentoring by both mathematics and life science faculty, and journal clubs, laboratory group meetings, and workshops.",Applied Science,0.5766552090644836
221041,"The aim of this new IGERT Joint Program is to train a new generation of scientists whose level of mathematical sophistication will be considerably higher than that of typical students currently graduating from earth and environmental science programs and, at the same time, whose familiarity with the important issues and major open research questions in the earth and environmental sciences will be much deeper that what is usually expected of students trained uniquely within applied mathematics departments.",Applied Science,0.5176120400428772
221041,"To achieve this goal, five departments at Columbia - Mathematics, Statistics, Applied Physics & Applied Mathematics, Earth & Environmental Sciences, and Earth & Environmental Engineering - under the coordinating role of the Columbia Earth Institute, will collaboratively train graduate students under this new IGERT Joint Program.",Applied Science,0.559462308883667
221041,"In addition to satisfying the requirements of the departments into which they are admitted, all students in the Joint Program will take a new integrated two-semester sequence in Applied Mathematics specifically tailored to issues and problems in the global environmental sciences, and will be expected to earn a minimum number of credits in both mathematical and earth science courses.",Basic Math,0.5947055816650391
221041,"In addition to satisfying the requirements of the departments into which they are admitted, all students in the Joint Program will take a new integrated two-semester sequence in Applied Mathematics specifically tailored to issues and problems in the global environmental sciences, and will be expected to earn a minimum number of credits in both mathematical and earth science courses.",Advanced Math,0.5654639005661011
221041,"In addition to satisfying the requirements of the departments into which they are admitted, all students in the Joint Program will take a new integrated two-semester sequence in Applied Mathematics specifically tailored to issues and problems in the global environmental sciences, and will be expected to earn a minimum number of credits in both mathematical and earth science courses.",Computer Science,0.5244482755661011
221041,"In addition to satisfying the requirements of the departments into which they are admitted, all students in the Joint Program will take a new integrated two-semester sequence in Applied Mathematics specifically tailored to issues and problems in the global environmental sciences, and will be expected to earn a minimum number of credits in both mathematical and earth science courses.",Applied Science,0.5930858850479126
221589,"The Ph.D. program will be built around joint seminars, an industrial internship, collaborative thesis research, and a core of joint course offerings, including two new laboratory courses.",Instructional Program Required,0.5124306678771973
221589,"The Ph.D. program will be built around joint seminars, an industrial internship, collaborative thesis research, and a core of joint course offerings, including two new laboratory courses.",Applied Science,0.518067479133606
221589,The proposed core curriculum will be taken in addition to the core disciplinary requirements in the student's major department.,Instructional Program Required,0.5087757110595703
221589,"Our proposal is consistent with existing Ph.D. requirements for all five participating departments, and does not add in any way to the degree requirements or faculty teaching loads; the soft materials courses will satisfy existing elective requirements, but will enable the students to focus these electives within a coordinated program.",Instructional Program Required,0.5179939270019531
221594,"The program will integrate archaeology, geosciences, physics, tree-ring studies, and materials science and engineering into a coherent program of field- and laboratory-based training that will prepare doctoral graduates for employment in academia as well as the public and private sectors.",Required Level of Education,0.5020408034324646
221594,"The program will integrate archaeology, geosciences, physics, tree-ring studies, and materials science and engineering into a coherent program of field- and laboratory-based training that will prepare doctoral graduates for employment in academia as well as the public and private sectors.",Instructional Program Required,0.58523029088974
221594,"The program will integrate archaeology, geosciences, physics, tree-ring studies, and materials science and engineering into a coherent program of field- and laboratory-based training that will prepare doctoral graduates for employment in academia as well as the public and private sectors.",Computer Science,0.532992959022522
221594,"The program will integrate archaeology, geosciences, physics, tree-ring studies, and materials science and engineering into a coherent program of field- and laboratory-based training that will prepare doctoral graduates for employment in academia as well as the public and private sectors.",Applied Science,0.5801417231559753
221594,"These include techniques for (a) dating archaeological and paleoecological records; (b) reconstructing past climates, plant, and animal communities; (c) locating buried and submarine sites; (d) reconstructing extinct technologies and their impacts on past environments; and (e) identifying past exchange systems by tracing inorganic materials to their geological sources.",History and Archeology,0.5021048188209534
221594,"Graduates of the IGERT program will acquire specific expertise in one or more of these areas, together with a knowledge of the broad range of archaeological sciences, plus a firm grounding in archaeological theory and techniques, blending experiences acquired in classrooms, laboratories and fieldwork.",Process,0.530899703502655
221599,"The training program includes (1) cross-disciplinary requirements, consisting of courses in ecology and social science, history/culture of the research regions, and appropriate language proficiency; (2) integrative coursework, including Interdisciplinary Research Methods, Leadership and Communication Skills, Tropical Conservation and Development and Land-Use/Land-Cover Analysis, a Working Forests Clinic, and a Working Forests of the Tropics seminar and field course; and (3) complementary learning/teaching opportunities, including site visits within the four regions, annual conferences, retreats and workshops, an IGERT student group, internships, service as mentors, and sharing research results with stakeholders.",Learning Strategies,0.515508234500885
221599,"The training program includes (1) cross-disciplinary requirements, consisting of courses in ecology and social science, history/culture of the research regions, and appropriate language proficiency; (2) integrative coursework, including Interdisciplinary Research Methods, Leadership and Communication Skills, Tropical Conservation and Development and Land-Use/Land-Cover Analysis, a Working Forests Clinic, and a Working Forests of the Tropics seminar and field course; and (3) complementary learning/teaching opportunities, including site visits within the four regions, annual conferences, retreats and workshops, an IGERT student group, internships, service as mentors, and sharing research results with stakeholders.",Education and Training,0.5364313125610352
221599,"The training program includes (1) cross-disciplinary requirements, consisting of courses in ecology and social science, history/culture of the research regions, and appropriate language proficiency; (2) integrative coursework, including Interdisciplinary Research Methods, Leadership and Communication Skills, Tropical Conservation and Development and Land-Use/Land-Cover Analysis, a Working Forests Clinic, and a Working Forests of the Tropics seminar and field course; and (3) complementary learning/teaching opportunities, including site visits within the four regions, annual conferences, retreats and workshops, an IGERT student group, internships, service as mentors, and sharing research results with stakeholders.",Instructional Program Required,0.5392313003540039
221600,"Central to the program are teams of NSF-funded PhD students, cost-shared Master of Business Administration (MBA), and Doctor of Jurisprudence students (JD) who participate over a two year period in activities focused on technical, market, and legal issues related to the science and engineering (S&E) students' research.",Applied Science,0.5022645592689514
221600,"This multidisciplinary team approach is designed to (i) provide S&E students with the skills and multidisciplinary perspective needed to succeed in industry, (ii) produce S&E dissertations of technical merit and market relevance, (iii) facilitate dissertations in management and law & economics that improve our understanding of innovation, and (iv) provide MBAs and JDs with practical experience in a technical research environment.",Technical Vocational,0.511055052280426
221600,"This multidisciplinary team approach is designed to (i) provide S&E students with the skills and multidisciplinary perspective needed to succeed in industry, (ii) produce S&E dissertations of technical merit and market relevance, (iii) facilitate dissertations in management and law & economics that improve our understanding of innovation, and (iv) provide MBAs and JDs with practical experience in a technical research environment.",Providing Consultation and Advice to Others,0.5117148756980896
221611,"The analytic core of the curricula borrows from multiple disciplines: economics, political science, computer science, physics, and sociology.",Basic Math,0.510869562625885
221611,"The analytic core of the curricula borrows from multiple disciplines: economics, political science, computer science, physics, and sociology.",Advanced Math,0.5267499089241028
221611,"The analytic core of the curricula borrows from multiple disciplines: economics, political science, computer science, physics, and sociology.",Applied Science,0.5502384901046753
221611,"The analytic core of the curricula borrows from multiple disciplines: economics, political science, computer science, physics, and sociology.",Social Science,0.6595326066017151
221625,The major challenge for biological and biomedical research for the foreseeable future is to understand how the information encoded within a genome determines the development and functioning of a living organism.,Active Learning,0.5182214379310608
221625,"Students receive training in the biological, physical and computational sciences through a combination of core and advanced courses, intensive workshops, and research seminars.",Education and Training,0.5192598700523376
221625,"Students receive training in the biological, physical and computational sciences through a combination of core and advanced courses, intensive workshops, and research seminars.",Biological Science,0.5210901498794556
221625,"Students receive training in the biological, physical and computational sciences through a combination of core and advanced courses, intensive workshops, and research seminars.",Applied Science,0.6135305166244507
221625,Emphasis is placed on a high-quality research environment and a tutorial relationship between the student and her/his mentors and program committee.,Education and Training,0.5258899927139282
221625,Emphasis is placed on a high-quality research environment and a tutorial relationship between the student and her/his mentors and program committee.,Coaching and Developing Others,0.5009709596633911
221625,Emphasis is placed on a high-quality research environment and a tutorial relationship between the student and her/his mentors and program committee.,Providing Consultation and Advice to Others,0.5499423742294312
221625,"Central to the students' training in interdisciplinary research will be the use of a paired mentoring system, a concept referred to as twinning.",Coaching and Developing Others,0.5003623962402344
221632,The vision of the Center for Biologically Inspired Materials and Material Systems research and educational program is to map traditional engineering onto biology.,Applied Science,0.5095022916793823
221632,"The curriculum serves as an integration of natural science, life science, and engineering.",Biological Science,0.6293827295303345
221632,"The curriculum serves as an integration of natural science, life science, and engineering.",Applied Science,0.6608301401138306
221632,This program will create a new graduate training program that uses biologically inspired approaches to bridge a gap in current biomedical and bioengineering programs.,Instructional Program Required,0.5364367365837097
221632,This program will create a new graduate training program that uses biologically inspired approaches to bridge a gap in current biomedical and bioengineering programs.,Applied Science,0.5356578230857849
221632,"The Center's vision is to bring nature's engineering into the engineering curriculum and engineering principles into the study of materials, revolutionizing the way engineering and life sciences are taught at the graduate student level.",Applied Science,0.5380685925483704
221632,"Thus, this IGERT project will develop a new paradigm for education and research, using nature as an example for engineering, while explaining nature using engineering principles and rigor.",Applied Science,0.520523190498352
221632,"This focused approach will allow students and faculty to develop mapping concepts to the leading edge of knowledge and to explore the intellectual and practical aspects of creating a new curriculum at the interfaces of biology, medicine, engineering, and basic physical and chemical sciences.",Advanced Math,0.5135990381240845
221632,"This focused approach will allow students and faculty to develop mapping concepts to the leading edge of knowledge and to explore the intellectual and practical aspects of creating a new curriculum at the interfaces of biology, medicine, engineering, and basic physical and chemical sciences.",Biological Science,0.5092965960502625
221632,"This focused approach will allow students and faculty to develop mapping concepts to the leading edge of knowledge and to explore the intellectual and practical aspects of creating a new curriculum at the interfaces of biology, medicine, engineering, and basic physical and chemical sciences.",Applied Science,0.6850529313087463
221632,This is an initial step towards establishing a new paradigm in science and engineering education that explores life's mechanisms at the molecular level and translates these findings up through hierarchical scales of structure and organization to bring greater understanding of mechanism to the biological organism and unique designs to engineered devices.,Biological Science,0.5290472507476807
221632,This is an initial step towards establishing a new paradigm in science and engineering education that explores life's mechanisms at the molecular level and translates these findings up through hierarchical scales of structure and organization to bring greater understanding of mechanism to the biological organism and unique designs to engineered devices.,Applied Science,0.5465161800384521
221651,"In this new model, students will learn how to pool the knowledge of different scientific, engineering and business disciplines, and different socially diverse groups to achieve creative and productive research collaborations.",Instructing,0.5218517184257507
221651,"In this new model, students will learn how to pool the knowledge of different scientific, engineering and business disciplines, and different socially diverse groups to achieve creative and productive research collaborations.",Applied Science,0.5774201154708862
221651,The program will include science and engineering doctoral students and MBA students of twenty-four University of Delaware faculty from four Colleges and seven Departments.,Applied Science,0.5410656332969666
221651,It links these research groups to form a network of university and industrial collaborators having complementary expertise.,Establishing and Maintaining Interpersonal Relationships,0.5168941617012024
221651,"The research projects are collaborative across disciplines and are synergistic, spanning topics that include living cells, new tools, and synthetic materials.",Thinking Creatively,0.536677896976471
221651,"The research projects are collaborative across disciplines and are synergistic, spanning topics that include living cells, new tools, and synthetic materials.",Establishing and Maintaining Interpersonal Relationships,0.5079824924468994
221651,"The educational program augments a strong academic experience by incorporating the additional features of workforce skills, career guidance, and collaboration between business and technical students.",Required Level of Education,0.5707306861877441
221651,"The educational program augments a strong academic experience by incorporating the additional features of workforce skills, career guidance, and collaboration between business and technical students.",Instructional Program Required,0.5415079593658447
221651,"The educational program augments a strong academic experience by incorporating the additional features of workforce skills, career guidance, and collaboration between business and technical students.",Training and Teaching Others,0.5056864619255066
221651,"A new course, ""Multidisciplinary Teamwork in Research"", is introduced that includes scientists, engineers, and MBA students.",Applied Science,0.5804235339164734
221651,"The course includes training in writing and oral presentations, and experience in working creatively on problems in teams that include science, engineering and business students.",Written Expression,0.5248484015464783
221651,"The course includes training in writing and oral presentations, and experience in working creatively on problems in teams that include science, engineering and business students.",Learning Strategies,0.533089816570282
221651,"The course includes training in writing and oral presentations, and experience in working creatively on problems in teams that include science, engineering and business students.",Instructing,0.5174976587295532
221651,"The course includes training in writing and oral presentations, and experience in working creatively on problems in teams that include science, engineering and business students.",Education and Training,0.5007824897766113
221651,"The course includes training in writing and oral presentations, and experience in working creatively on problems in teams that include science, engineering and business students.",Required Level of Education,0.5032811760902405
221651,"The course includes training in writing and oral presentations, and experience in working creatively on problems in teams that include science, engineering and business students.",Instructional Program Required,0.5290656089782715
221651,"The course includes training in writing and oral presentations, and experience in working creatively on problems in teams that include science, engineering and business students.",Technical Vocational,0.547082781791687
221651,"The course includes training in writing and oral presentations, and experience in working creatively on problems in teams that include science, engineering and business students.",Business Vocational,0.5528055429458618
221651,"The course includes training in writing and oral presentations, and experience in working creatively on problems in teams that include science, engineering and business students.",English/language Arts,0.5509414672851562
221651,"The course includes training in writing and oral presentations, and experience in working creatively on problems in teams that include science, engineering and business students.",Oral Communication,0.5306775569915771
221651,"The course includes training in writing and oral presentations, and experience in working creatively on problems in teams that include science, engineering and business students.",Computer Science,0.5242490768432617
221651,"The course includes training in writing and oral presentations, and experience in working creatively on problems in teams that include science, engineering and business students.",Applied Science,0.5632045269012451
221651,"The course includes training in writing and oral presentations, and experience in working creatively on problems in teams that include science, engineering and business students.",Arts,0.5805013179779053
221651,"The educational program also features laboratory experience in other departments, industrial internships, attending conferences, presenting posters, an industrial mentoring program, participation of minority undergraduate researchers, and lectures and seminars on ethics.",Instructional Program Required,0.5083246231079102
221658,"These insights will have extraordinary implications for the ability to predict and manage the effects of modern human activities on the structure and function of ecosystems across local, regional, and global scales.",History and Archeology,0.5630995631217957
221658,"Such new knowledge is critical in planning for a safe, sustainable, and prosperous future.",Process,0.5006952881813049
221658,"Such new knowledge is critical in planning for a safe, sustainable, and prosperous future.",Active Learning,0.5843610763549805
221658,"Emphasis will be on intellectual diversity and non-traditional pedagogies in training students across disciplinary boundaries, while deliberately enhancing connections with international and non-university partners.",Humanities,0.5208953022956848
221658,"Workshop and seminar style learning will be employed, as well as active involvement of students in the management and implementation of the program.",Learning Strategies,0.5620559453964233
221658,"Workshop and seminar style learning will be employed, as well as active involvement of students in the management and implementation of the program.",Instructional Program Required,0.6032023429870605
221658,"Workshop and seminar style learning will be employed, as well as active involvement of students in the management and implementation of the program.",Training and Teaching Others,0.5396095514297485
221664,Research in this area will lead to the ability to manipulate matter at the molecular and atomic levels in order to produce materials and devices with unique and controllable properties.,Psychomotor Abilities,0.5367730855941772
221664,Research in this area will lead to the ability to manipulate matter at the molecular and atomic levels in order to produce materials and devices with unique and controllable properties.,Finger Dexterity,0.5120819807052612
221664,"IGERT Fellows enrolled at Drexel University and the University of Pennsylvania will have access to about 30 faculty members representing disciplines encompassing chemistry, physics, chemical engineering, biomedical engineering, materials science and engineering, mechanical engineering, electrical engineering, and education.",Applied Science,0.5070298314094543
221664,"The pooling of talent, resources, and efforts from the two institutions will result in a one-campus, two-institution approach that effectively integrates education and research training.",Required Level of Education,0.509803295135498
221678,"Each institution will commit to providing the necessary infrastructure, including appropriate laboratory and/or clean room and common space and sharing of equipment, in support of an external user community.",Technology Design,0.536598265171051
221678,"Each institution will commit to providing the necessary infrastructure, including appropriate laboratory and/or clean room and common space and sharing of equipment, in support of an external user community.",Installation,0.5206668376922607
221678,"Each institution will commit to providing the necessary infrastructure, including appropriate laboratory and/or clean room and common space and sharing of equipment, in support of an external user community.",Management of Material Resources,0.5618937015533447
221680,The training of well prepared computational scientists and engineers demands an approach that transcends the strictures of the standard academic curriculum.,Applied Science,0.5153530836105347
221680,This IGERT project will provide students who follow discipline-specific studies with a multidisciplinary program of training in computational science that will maximize their exposure to the cross-disciplinary nature of computational science and to its realm of industrial applications.,Instructional Program Required,0.5035576820373535
221680,This IGERT project will provide students who follow discipline-specific studies with a multidisciplinary program of training in computational science that will maximize their exposure to the cross-disciplinary nature of computational science and to its realm of industrial applications.,Computer Science,0.5325536727905273
221680,This IGERT project will provide students who follow discipline-specific studies with a multidisciplinary program of training in computational science that will maximize their exposure to the cross-disciplinary nature of computational science and to its realm of industrial applications.,Applied Science,0.6021938920021057
221680,"This program will build a three-way interface between graduate students, the academic faculty training them, and industrial, government, and academic research laboratories who may ultimately be their employers.",Instructional Program Required,0.5622354745864868
221680,It will offer training opportunities through a program of visits and internships at such institutions.,Required Level of Education,0.5333057641983032
221680,It will offer training opportunities through a program of visits and internships at such institutions.,Instructional Program Required,0.5687498450279236
221680,"As the students proceed towards a Ph.D. within their chosen field, they will also earn a certificate in computational science in recognition of the special expertise that they have developed.",Applied Science,0.5190927386283875
221680,"The students will have access to state-of-the-art computational facilities at the University and will participate in multidisciplinary seminars, workshops and regular meetings with faculty and students in this program.",Computer Science,0.5850973725318909
221680,They will also attend specialized lectures on ethics and issues of law that are relevant for scientists in the computational field.,Applied Science,0.563451886177063
221680,"The IGERT project will have the merit of providing a large number of doctoral students pursuing disciplinary research with broad education on the methods and scope of application of computational science, through the teamwork of faculty from many different departments.",Applied Science,0.5008602142333984
221680,"The results of this interdisciplinary project will be widely disseminated through seminars, workshops and web publishing and thus it will have the broad impact of establishing a model for training in computational science students who are pursuing education in a variety of disciplinary fields.",Computer Science,0.5037697553634644
221680,"The results of this interdisciplinary project will be widely disseminated through seminars, workshops and web publishing and thus it will have the broad impact of establishing a model for training in computational science students who are pursuing education in a variety of disciplinary fields.",Applied Science,0.5120671391487122
221681,"The program will also facilitate the transformation of six traditionally strong research programs (from Colleges of Engineering, Medicine, Arts and Sciences, Business and Marine Science at USF and the Colleges of Engineering and Arts and Sciences at UCF) into a strong multi-disciplinary research program with a thematic focus that leverages the advances in bio, micro, nano, info and medical technologies.",Applied Science,0.5747861266136169
221682,"Understanding these phenomena and processes requires combining methods, tools, and styles of research from biological and physical sciences, and from engineering.",Engineering and Technology,0.5130400657653809
221682,"Understanding these phenomena and processes requires combining methods, tools, and styles of research from biological and physical sciences, and from engineering.",Physics,0.5327280163764954
221682,"Understanding these phenomena and processes requires combining methods, tools, and styles of research from biological and physical sciences, and from engineering.",Chemistry,0.5689911842346191
221682,"Understanding these phenomena and processes requires combining methods, tools, and styles of research from biological and physical sciences, and from engineering.",Physical Science,0.5205366015434265
221682,"Understanding these phenomena and processes requires combining methods, tools, and styles of research from biological and physical sciences, and from engineering.",Applied Science,0.5934311151504517
221682,The IGERT program is intended to offer Ph.D. students an education designed to make them proficient in the methods of both biological and physical sciences.,Instructional Program Required,0.5094064474105835
221682,The IGERT program is intended to offer Ph.D. students an education designed to make them proficient in the methods of both biological and physical sciences.,Applied Science,0.5720248222351074
221682,"The educational component will combine thesis programs that require co-advisors from biological and physical science and engineering, research rotations through laboratories with different styles of research, and active interaction among students with different backgrounds.",Physical Science,0.5005722045898438
221682,"The educational component will combine thesis programs that require co-advisors from biological and physical science and engineering, research rotations through laboratories with different styles of research, and active interaction among students with different backgrounds.",Applied Science,0.6446728706359863
221682,"The program will support 10 students per year, and involve 20 faculty at Harvard in the departments of biology, chemistry, and physics, the Division of Applied Science and Engineering, and the Medical School.",Applied Science,0.5938032269477844
221688,"The objective of this IGERT program is to produce a cadre of professionals prepared for broader multidisciplinary research, comprehensive planning and balanced decision-making in the future.","Organizing, Planning, and Prioritizing Work",0.504450798034668
221688,"This objective will be met by integrating graduate research and training in a program that crosses the disciplines of atmospheric science, engineering, and economics leading to an interdisciplinary doctoral degree.",Applied Science,0.539728581905365
221688,"NSF IGERT Fellows will take core courses in atmospheric sciences, wind-related engineering, economic/risk management, ethics and GIS.",Applied Science,0.501287579536438
221688,"A one-semester internship in a national laboratory, industrial organization or governmental agency is part of the program.",Instructional Program Required,0.5451704263687134
221688,This training along with selected courses in a specific discipline will prepare the Fellows to pursue multidisciplinary research in wind science and engineering.,Applied Science,0.5118612051010132
221706,"IGCC, Ph.D. programs on the UC campuses, Lawrence Livermore and Los Alamos National Laboratories, and senior mentors will team to conduct this program.",Instructional Program Required,0.5350120663642883
221706,"Where appropriate and possible, additional UC students will be invited to participate in IGERT training activities.",Instructional Program Required,0.5251290798187256
221706,"Where appropriate and possible, additional UC students will be invited to participate in IGERT training activities.",Training and Teaching Others,0.5013321042060852
221713,"The objective of the program is to train students in a truly interdisciplinary approach to digital multimedia, while preparing them for careers in industry, research, and education.",Instructional Program Required,0.5682414770126343
221713,"The objective of the program is to train students in a truly interdisciplinary approach to digital multimedia, while preparing them for careers in industry, research, and education.",Computer Science,0.5772690773010254
221713,"The objective of the program is to train students in a truly interdisciplinary approach to digital multimedia, while preparing them for careers in industry, research, and education.",Training and Teaching Others,0.5189117193222046
221713,"The goal of this program is to integrate multiple, diverse approaches to the creation, analysis, deployment, and utilization of digital media within a coherent educational framework of training and research.",Technology Design,0.507294774055481
221713,"The goal of this program is to integrate multiple, diverse approaches to the creation, analysis, deployment, and utilization of digital media within a coherent educational framework of training and research.",Engineering and Technology,0.515123724937439
221713,"The goal of this program is to integrate multiple, diverse approaches to the creation, analysis, deployment, and utilization of digital media within a coherent educational framework of training and research.",Communications and Media,0.5206294655799866
221713,"The goal of this program is to integrate multiple, diverse approaches to the creation, analysis, deployment, and utilization of digital media within a coherent educational framework of training and research.",Instructional Program Required,0.5641382932662964
221713,"The goal of this program is to integrate multiple, diverse approaches to the creation, analysis, deployment, and utilization of digital media within a coherent educational framework of training and research.",Training and Teaching Others,0.5290883779525757
221713,"This multidisciplinary endeavor necessitates collaboration between students and faculty from a broad spectrum of backgrounds and perspectives, including computer science, electrical and computer engineering, psychology, geography, design, composition, and art.",Engineering and Technology,0.5072917342185974
221713,"This multidisciplinary endeavor necessitates collaboration between students and faculty from a broad spectrum of backgrounds and perspectives, including computer science, electrical and computer engineering, psychology, geography, design, composition, and art.",Arts and Humanities,0.5040587186813354
221713,"This multidisciplinary endeavor necessitates collaboration between students and faculty from a broad spectrum of backgrounds and perspectives, including computer science, electrical and computer engineering, psychology, geography, design, composition, and art.",Physical Science,0.5078664422035217
221713,"This multidisciplinary endeavor necessitates collaboration between students and faculty from a broad spectrum of backgrounds and perspectives, including computer science, electrical and computer engineering, psychology, geography, design, composition, and art.",Computer Science,0.574640691280365
221713,"This multidisciplinary endeavor necessitates collaboration between students and faculty from a broad spectrum of backgrounds and perspectives, including computer science, electrical and computer engineering, psychology, geography, design, composition, and art.",Applied Science,0.6148653626441956
221713,"This multidisciplinary endeavor necessitates collaboration between students and faculty from a broad spectrum of backgrounds and perspectives, including computer science, electrical and computer engineering, psychology, geography, design, composition, and art.",Arts,0.5438272356987
221713,"This multidisciplinary endeavor necessitates collaboration between students and faculty from a broad spectrum of backgrounds and perspectives, including computer science, electrical and computer engineering, psychology, geography, design, composition, and art.",Humanities,0.5247918367385864
221713,"This multidisciplinary endeavor necessitates collaboration between students and faculty from a broad spectrum of backgrounds and perspectives, including computer science, electrical and computer engineering, psychology, geography, design, composition, and art.",Thinking Creatively,0.5226699709892273
221713,"This multidisciplinary endeavor necessitates collaboration between students and faculty from a broad spectrum of backgrounds and perspectives, including computer science, electrical and computer engineering, psychology, geography, design, composition, and art.",Training and Teaching Others,0.5012921690940857
221713,"Through innovative and interdepartmental courses and seminars, opportunities for internships in industry, and guidance by faculty from several departments, students will gain a unique perspective on interactive multimedia, including the creation, encoding, and distribution of multimedia content, as well as applications of multimedia systems in education, communication, and arts and entertainment.",Communications and Media,0.5213108062744141
221713,"Through innovative and interdepartmental courses and seminars, opportunities for internships in industry, and guidance by faculty from several departments, students will gain a unique perspective on interactive multimedia, including the creation, encoding, and distribution of multimedia content, as well as applications of multimedia systems in education, communication, and arts and entertainment.",Computer Science,0.5591789484024048
221713,"Through innovative and interdepartmental courses and seminars, opportunities for internships in industry, and guidance by faculty from several departments, students will gain a unique perspective on interactive multimedia, including the creation, encoding, and distribution of multimedia content, as well as applications of multimedia systems in education, communication, and arts and entertainment.",Arts,0.5753593444824219
221713,"Areas of focus for research and education include image, video, and audio processing, networking, human-computer interaction, graphics and visualization, visual arts, interactive media, and computer music.",Engineering and Technology,0.5067205429077148
221713,"Areas of focus for research and education include image, video, and audio processing, networking, human-computer interaction, graphics and visualization, visual arts, interactive media, and computer music.",Communications and Media,0.6041955947875977
221713,"Areas of focus for research and education include image, video, and audio processing, networking, human-computer interaction, graphics and visualization, visual arts, interactive media, and computer music.",Computer Science,0.5132175087928772
221713,"Areas of focus for research and education include image, video, and audio processing, networking, human-computer interaction, graphics and visualization, visual arts, interactive media, and computer music.",Arts,0.6284135580062866
221713,"Areas of focus for research and education include image, video, and audio processing, networking, human-computer interaction, graphics and visualization, visual arts, interactive media, and computer music.",Thinking Creatively,0.5167635679244995
221715,These multiscale problems require a strong foundation in both engineering and the mathematical and computational sciences.,Quantitative Abilities,0.5221695303916931
221715,The curriculum ensures depth in one area and a significant exposure to high level courses in one or more ancillary areas.,Required Level of Education,0.5524472594261169
221715,"It includes new courses in atomic-scale computer simulation, and computing for high performance, to specifically address the multiscale nature of the Focus Group problems and their computational requirements.",Computer Science,0.5832120776176453
224749,The national recruitment program will identify these students and educate them and their mentors regarding IGERT programs and future career opportunities.,Instructional Program Required,0.5209106802940369
224749,The national recruitment program will identify these students and educate them and their mentors regarding IGERT programs and future career opportunities.,Training and Teaching Others,0.5046775937080383
224749,The national recruitment program will identify these students and educate them and their mentors regarding IGERT programs and future career opportunities.,Coaching and Developing Others,0.5120716094970703
224749,The national recruitment program will identify these students and educate them and their mentors regarding IGERT programs and future career opportunities.,Staffing Organizational Units,0.5725123882293701
234101,Specific comments about the proposal in relation to the review criteria are outlined below.,Complex Problem Solving,0.5247881412506104
234101,Newly created School of Engineering has a strong focus in Bioengineering with connection to MCV Hospitals of VCU Health Systems.,Applied Science,0.5551643371582031
234101,"Core skill bases such as computational and mathematical methods will serve to integrate, across disciplines and research areas, the analytical and methodological skills of the Institute participants.",Process,0.5505598187446594
234101,"Core skill bases such as computational and mathematical methods will serve to integrate, across disciplines and research areas, the analytical and methodological skills of the Institute participants.",Technical Vocational,0.5033342838287354
234101,"Core skill bases such as computational and mathematical methods will serve to integrate, across disciplines and research areas, the analytical and methodological skills of the Institute participants.",Applied Science,0.5380697250366211
234101,"While the first summer will provide students with a view of bioengineering and bioinformatics that is focused on the problems addressed by the laboratories of the institute, the second summer will offer a broader look at the fields.",Applied Science,0.5025801062583923
234102,"The faculty are 10 principal scientists with diverse areas of expertise, from computer science, mathematics, statistics, genomics, informatics, biophysics and structural biology.",Applied Science,0.5235146880149841
234102,"Immediately before embarking on their research projects, the students will receive an introduction to Bioethics.",Applied Science,0.5288218259811401
333010,"Creators of technologies focus on immediate issues of development and application, while policy analysts assess the broader implications of technological change only after controversy has flared.",Technology Design,0.5288006067276001
333010,"Creators of technologies focus on immediate issues of development and application, while policy analysts assess the broader implications of technological change only after controversy has flared.",Engineering and Technology,0.5316785573959351
333010,"Creators of technologies focus on immediate issues of development and application, while policy analysts assess the broader implications of technological change only after controversy has flared.",Thinking Creatively,0.521533727645874
333010,"It features: (1) Trainees with Complementary Expertise, including engineers from the Technology and Policy Program, social scientists from Political Science, and humanists from the Science, Technology and Society Program; (2) Integrated Curriculum with three new core courses to develop methodological and substantive competencies in evaluating economic, security, environmental, societal, and ethical consequences of technical change; (3) Multidisciplinary Panels of faculty and students to develop and test methods used in training and set student research.",Education and Training,0.5549685955047607
333010,"It features: (1) Trainees with Complementary Expertise, including engineers from the Technology and Policy Program, social scientists from Political Science, and humanists from the Science, Technology and Society Program; (2) Integrated Curriculum with three new core courses to develop methodological and substantive competencies in evaluating economic, security, environmental, societal, and ethical consequences of technical change; (3) Multidisciplinary Panels of faculty and students to develop and test methods used in training and set student research.",Instructional Program Required,0.5135231614112854
